epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
279,18579.8,0.12862,0.19899,0.07565,0.87874,0.77912,0.7884,0.63367,0.321,0.48039,0.35761,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,18766.7,0.12265,0.19793,0.07422,0.8788,0.77912,0.78737,0.63356,0.31824,0.48405,0.35275,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,18953.9,0.12469,0.19439,0.07038,0.87923,0.77912,0.78664,0.63279,0.3181,0.48577,0.35334,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,19141.6,0.12304,0.19423,0.07415,0.8799,0.77912,0.78606,0.63232,0.31888,0.49174,0.35797,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,19329.4,0.12586,0.19479,0.07687,0.87911,0.77912,0.78585,0.63304,0.31983,0.49132,0.35824,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,19516.9,0.12065,0.19165,0.06937,0.87942,0.77912,0.7854,0.63225,0.32268,0.48471,0.35948,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,19704.2,0.11972,0.19175,0.06967,0.87846,0.77912,0.785,0.63228,0.32346,0.48526,0.35908,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,19891.1,0.12102,0.19193,0.07158,0.87988,0.77912,0.78488,0.63221,0.32303,0.48733,0.35961,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,20078.1,0.12157,0.19043,0.06922,0.881,0.77912,0.78428,0.63147,0.32437,0.48887,0.35943,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,20265.1,0.11607,0.18592,0.06718,0.88176,0.77871,0.78393,0.63099,0.31998,0.50278,0.36432,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,20451.8,0.11506,0.18688,0.06782,0.87765,0.77786,0.78396,0.63043,0.32055,0.50217,0.36449,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,20638.5,0.11289,0.18315,0.06269,0.87605,0.77912,0.78339,0.63008,0.321,0.50161,0.36514,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,20826.7,0.11554,0.1861,0.06779,0.87781,0.77901,0.78403,0.63103,0.32022,0.49862,0.36212,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,21014,0.11414,0.18223,0.06701,0.87776,0.77866,0.78248,0.62988,0.32016,0.50093,0.36215,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,21202,0.11376,0.1823,0.06812,0.87399,0.77912,0.78299,0.6297,0.31803,0.5094,0.36157,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,21390.3,0.11157,0.18189,0.0645,0.87356,0.77693,0.7832,0.62999,0.31873,0.50836,0.36206,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,21579.2,0.11568,0.18179,0.06622,0.87533,0.7751,0.78229,0.62875,0.31559,0.51833,0.36214,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
